## RECSRecommendations Upload File
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.
## RECS
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.destinationCode,entity.sourceCode,entity.currency,entity.language,entity.sku,entity.date
CDG-RUH-EN,Riyadh,riyadhair:kingdom-of-saudi-arabia,An ancient fortress that symbolizes Saudi Arabia's unification,https://riyadhairstage.scene7.com/is/image/aviationservicesstage/riyadh,147.38,/discover-riyadh/diriyah,5000,0,RUH,CDG,SAR,en,CDG-RUH,2025-10-04T15:05:00Z,
RUH-JED-EN,Jeddah,riyadhair:kingdom-of-saudi-arabia,Fun and endless activities await at Jeddah,https://riyadhairstage.scene7.com/is/image/aviationservicesstage/jeddah,433.99,/discover-riyadh/diriyah,5000,0,JED,RUH,SAR,en,RUH-JED,2025-10-03T14:00:00Z,
RUH-LHR-EN,London,riyadhair:kingdom-of-saudi-arabia,Next stop: London,https://riyadhairstage.scene7.com/is/image/aviationservicesstage/london,518.0,/discover-riyadh/diriyah,5000,0,LHR,RUH,SAR,en,RUH-LHR,2025-10-04T02:00:00Z,
CAI-RUH-EN,Riyadh,riyadhair:non-ksa,An ancient fortress that symbolizes Saudi Arabia's unification.,https://riyadhairstage.scene7.com/is/image/aviationservicesstage/riyadh,883.98,/discover-riyadh/diriyah,5000,0,RUH,CAI,SAR,en,CAI-RUH,2025-10-05T13:45:00Z,
RUH-CDG-EN,Paris,riyadhair:kingdom-of-saudi-arabia,Bonjour Paris,https://riyadhairstage.scene7.com/is/image/aviationservicesstage/paris-1,1133.98,/discover-riyadh/diriyah,5000,0,CDG,RUH,SAR,en,RUH-CDG,2025-10-09T08:00:00Z,
CDG-RUH-AR,الرياض,riyadhair:kingdom-of-saudi-arabia,بويي حرييااييننييتت ااتتحوتتحوننحنحن تتhحرتت حنانننددتتووييأاننحن ظظحرةكوويي بوحوحرددييحر'حن ةكييييااييااحرتتييتتيي,https://riyadhairstage.scene7.com/is/image/aviationservicesstage/riyadh,147.38,/discover-riyadh/diriyah,5000,0,RUH,CDG,SAR,ar,CDG-RUH,2025-10-04T15:05:00Z,
RUH-JED-AR,جدة,riyadhair:kingdom-of-saudi-arabia,ججةةيي صحييوو ننييووووننحجحج صحااتتييههييتتييننحج صحعمصحييتت صحتت تتننووووصحh,https://riyadhairstage.scene7.com/is/image/aviationservicesstage/jeddah,433.99,/discover-riyadh/diriyah,5000,0,JED,RUH,SAR,ar,RUH-JED,2025-10-03T14:00:00Z,
RUH-LHR-AR,لندن,riyadhair:kingdom-of-saudi-arabia,محطتك التالية: لندن,https://riyadhairstage.scene7.com/is/image/aviationservicesstage/london,518.0,/discover-riyadh/diriyah,5000,0,LHR,RUH,SAR,ar,RUH-LHR,2025-10-04T02:00:00Z,
CAI-RUH-AR,الرياض,riyadhair:non-ksa,ططيي صحييااييننييتت ااتتحمتتحمننجججج تتhصحتت ججلاننددتتووييءحننجج ظظصحكةوويي ططحمصحددييصح'جج كةييييااييااصحتتييتتيي.,https://riyadhairstage.scene7.com/is/image/aviationservicesstage/riyadh,883.98,/discover-riyadh/diriyah,5000,0,RUH,CAI,SAR,ar,CAI-RUH,2025-10-05T13:45:00Z,
RUH-CDG-AR,ققصرلوييجح,riyadhair:kingdom-of-saudi-arabia,ةةتتييماتتككلل ققصحلليياا,https://riyadhairstage.scene7.com/is/image/aviationservicesstage/paris-1,1133.98,/discover-riyadh/diriyah,5000,0,CDG,RUH,SAR,ar,RUH-CDG,2025-10-09T08:00:00Z,
